,train accuracy,test accuracy,y score,class report,y test,y pred
0,0.944610778,0.431137725,"[[0.00088678 0.00548885 0.16698542 ... 0.6009148  0.17824541 0.01919753]
 [0.15674463 0.00682449 0.00472694 ... 0.14254634 0.20985378 0.19237785]
 [0.10417143 0.08556864 0.00532254 ... 0.47303677 0.24641033 0.02661063]
 ...
 [0.00389695 0.04674602 0.03322782 ... 0.16705236 0.07436348 0.30234048]
 [0.00759527 0.01147006 0.14626105 ... 0.22273223 0.03255451 0.04795871]
 [0.06493744 0.02226352 0.08944146 ... 0.03638149 0.04157853 0.04174832]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         5
           1       0.00      0.00      0.00         7
           2       0.00      0.00      0.00         1
           3       0.52      0.68      0.59        53
           4       0.60      0.25      0.35        12
           5       0.41      0.67      0.51        42
           6       0.33      0.22      0.26        23
           7       0.00      0.00      0.00        24

   micro avg       0.43      0.43      0.43       167
   macro avg       0.23      0.23      0.21       167
weighted avg       0.36      0.43      0.38       167
","[5, 3, 7, 6, 3, 3, 5, 3, 5, 5, 3, 1, 5, 5, 3, 3, 3, 5, 1, 3, 5, 3, 3, 3, 1, 4, 0, 4, 5, 3, 6, 1, 3, 3, 4, 5, 5, 5, 5, 3, 5, 5, 6, 3, 1, 5, 3, 6, 3, 6, 3, 4, 7, 3, 5, 7, 3, 3, 3, 3, 7, 3, 3, 6, 4, 6, 5, 2, 7, 4, 4, 3, 3, 5, 3, 3, 5, 6, 3, 6, 5, 7, 4, 3, 7, 5, 5, 7, 5, 6, 7, 0, 7, 3, 7, 3, 3, 6, 3, 5, 5, 4, 5, 6, 3, 3, 7, 7, 0, 5, 6, 5, 3, 5, 3, 5, 7, 6, 4, 5, 5, 1, 5, 6, 3, 1, 0, 6, 5, 3, 6, 6, 4, 5, 7, 5, 5, 6, 6, 7, 4, 6, 0, 3, 6, 3, 7, 5, 5, 5, 3, 5, 3, 3, 3, 3, 7, 3, 7, 7, 6, 7, 7, 7, 3, 3, 7]","[5 3 5 6 5 3 5 5 5 5 3 3 5 5 3 3 5 3 5 6 5 3 3 6 5 4 5 4 3 5 6 3 5 3 3 3 5
 5 3 6 6 3 5 6 3 6 3 3 3 5 3 3 3 3 5 5 6 3 3 3 5 3 3 3 5 5 6 3 3 4 7 5 3 5
 4 3 5 5 3 3 5 6 3 3 5 5 7 4 5 5 3 5 5 3 5 3 3 5 3 3 5 7 5 5 5 7 5 5 5 7 6
 5 3 3 5 5 3 3 0 5 5 5 5 0 3 5 5 5 5 3 5 5 7 5 3 5 5 5 6 3 3 5 3 3 3 3 5 5
 5 7 3 6 5 3 3 3 3 3 5 3 6 3 3 3 7 3 3]"
1,0.944610778,0.365269461,"[[0.00273045 0.00229674 0.02902758 ... 0.0345906  0.01272282 0.02677754]
 [0.01608805 0.01637682 0.00545498 ... 0.31852314 0.03654701 0.29227275]
 [0.00521998 0.00448649 0.00342861 ... 0.18606664 0.1598111  0.06864819]
 ...
 [0.02114962 0.02098423 0.0314334  ... 0.08165358 0.0991432  0.21697088]
 [0.00776726 0.02537565 0.00366975 ... 0.10395229 0.09447797 0.03433017]
 [0.005547   0.01713296 0.00276005 ... 0.31374013 0.03884641 0.2330544 ]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         6
           1       0.00      0.00      0.00        11
           2       0.00      0.00      0.00         5
           3       0.43      0.65      0.52        51
           4       0.38      0.42      0.40        12
           5       0.37      0.61      0.46        38
           6       0.00      0.00      0.00        24
           7       0.00      0.00      0.00        20

   micro avg       0.37      0.37      0.37       167
   macro avg       0.15      0.21      0.17       167
weighted avg       0.24      0.37      0.29       167
","[3, 3, 3, 5, 5, 0, 6, 6, 4, 3, 6, 1, 6, 4, 3, 1, 3, 3, 1, 7, 4, 6, 3, 3, 5, 5, 3, 7, 3, 5, 5, 5, 5, 0, 2, 3, 3, 6, 5, 7, 3, 4, 6, 5, 5, 2, 3, 7, 3, 1, 3, 6, 3, 5, 3, 4, 7, 6, 0, 6, 1, 5, 3, 5, 3, 5, 3, 5, 3, 3, 6, 0, 3, 1, 4, 7, 3, 3, 3, 3, 5, 5, 3, 6, 6, 6, 5, 4, 1, 5, 1, 6, 5, 2, 3, 3, 6, 5, 5, 7, 3, 6, 6, 1, 6, 5, 2, 7, 3, 1, 3, 5, 5, 0, 2, 5, 5, 3, 4, 4, 7, 3, 5, 7, 7, 4, 3, 4, 6, 3, 7, 3, 3, 5, 5, 6, 3, 3, 6, 7, 3, 3, 7, 7, 5, 5, 7, 3, 4, 5, 5, 7, 6, 5, 5, 3, 3, 5, 3, 6, 7, 7, 0, 3, 1, 3, 7]","[4 5 3 5 3 5 3 3 3 3 5 5 5 3 3 5 5 5 6 4 3 3 3 3 5 5 5 3 3 3 5 5 5 5 4 3 3
 5 7 3 7 5 3 3 5 4 3 5 5 7 5 5 3 6 4 4 6 3 5 5 6 5 3 5 3 7 3 5 5 3 1 6 3 5
 3 3 5 3 3 3 5 5 3 5 5 5 5 3 6 5 3 5 5 7 5 5 5 4 5 3 4 3 5 3 3 3 3 5 3 5 3
 5 3 3 6 6 3 3 4 4 3 7 3 5 5 3 4 4 5 3 5 3 3 5 5 3 3 5 5 3 5 3 3 3 7 5 3 3
 4 5 3 3 5 5 3 3 3 5 3 3 3 3 3 3 3 3 3]"
2,0.944610778,0.437125749,"[[0.00669394 0.03033907 0.03883373 ... 0.5244452  0.27675888 0.05309571]
 [0.03672669 0.0095551  0.00896768 ... 0.19317077 0.17586747 0.06775458]
 [0.00126028 0.01883249 0.00162762 ... 0.29670522 0.06158121 0.05233827]
 ...
 [0.00254046 0.00610271 0.0040764  ... 0.41152856 0.10173622 0.26302794]
 [0.01862252 0.01536267 0.00194889 ... 0.38727143 0.15005429 0.2797943 ]
 [0.00554483 0.00618802 0.00184605 ... 0.5202763  0.01391771 0.04554291]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         3
           1       0.00      0.00      0.00         5
           2       0.00      0.00      0.00         4
           3       0.47      0.62      0.53        52
           4       0.71      0.59      0.65        17
           5       0.34      0.51      0.41        37
           6       0.53      0.34      0.42        29
           7       0.25      0.10      0.14        20

   micro avg       0.44      0.44      0.44       167
   macro avg       0.29      0.27      0.27       167
weighted avg       0.42      0.44      0.41       167
","[6, 3, 3, 5, 5, 5, 6, 6, 3, 5, 3, 3, 6, 3, 3, 6, 7, 3, 3, 5, 1, 3, 3, 3, 4, 3, 7, 2, 6, 3, 4, 5, 7, 3, 5, 5, 6, 4, 5, 5, 6, 3, 5, 1, 3, 6, 3, 5, 3, 7, 5, 5, 3, 2, 5, 5, 6, 3, 5, 3, 7, 4, 4, 3, 6, 2, 5, 4, 4, 0, 4, 3, 3, 5, 3, 6, 7, 3, 5, 3, 3, 5, 4, 6, 3, 4, 3, 5, 5, 3, 6, 7, 3, 3, 0, 6, 6, 6, 7, 3, 5, 5, 3, 7, 4, 7, 6, 5, 6, 6, 3, 3, 7, 6, 6, 1, 5, 5, 5, 3, 5, 5, 6, 6, 3, 1, 4, 7, 7, 6, 3, 4, 6, 3, 7, 3, 4, 6, 3, 3, 6, 5, 5, 7, 4, 4, 1, 3, 3, 3, 3, 0, 5, 5, 2, 3, 7, 7, 7, 4, 6, 7, 5, 3, 3, 7, 5]","[5 3 3 5 3 5 3 6 3 3 3 3 5 5 3 5 3 5 3 5 5 3 3 3 5 7 3 5 6 7 3 7 3 5 5 6 6
 4 3 5 5 7 3 3 3 5 3 5 5 5 3 5 5 4 3 3 6 3 5 3 4 4 4 3 5 7 3 3 3 6 4 3 3 3
 5 3 5 3 5 5 3 5 4 5 6 3 3 6 5 3 3 3 3 6 3 5 0 5 3 3 5 3 3 4 4 5 6 3 6 3 3
 3 6 5 3 5 7 3 3 6 5 5 6 3 5 6 4 3 5 3 3 4 6 5 7 5 3 6 5 3 6 5 5 5 4 4 6 3
 5 5 3 1 3 5 4 3 3 7 5 3 5 5 5 3 5 5 5]"
3,0.937125749,0.431137725,"[[0.00383539 0.00817603 0.00540686 ... 0.04839996 0.03121387 0.11305637]
 [0.00284701 0.01607076 0.00656883 ... 0.08698586 0.02619861 0.4976423 ]
 [0.00544787 0.00463981 0.00343783 ... 0.37414956 0.18913099 0.1835488 ]
 ...
 [0.01054264 0.02100742 0.00422745 ... 0.44508147 0.33908677 0.11708475]
 [0.00584398 0.02947933 0.00213632 ... 0.29150045 0.16666286 0.15145831]
 [0.01357577 0.3881755  0.00827328 ... 0.20543428 0.35550886 0.01346423]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         3
           1       0.50      0.14      0.22         7
           2       0.00      0.00      0.00         6
           3       0.57      0.72      0.64        60
           4       0.46      0.33      0.39        18
           5       0.33      0.50      0.40        34
           6       0.25      0.20      0.22        20
           7       0.11      0.05      0.07        19

   micro avg       0.43      0.43      0.43       167
   macro avg       0.28      0.24      0.24       167
weighted avg       0.39      0.43      0.40       167
","[3, 4, 7, 0, 5, 5, 3, 6, 7, 7, 3, 3, 6, 3, 6, 3, 7, 3, 4, 5, 7, 3, 4, 4, 3, 3, 3, 3, 5, 7, 4, 3, 1, 4, 5, 7, 3, 5, 3, 7, 6, 6, 3, 6, 3, 3, 4, 6, 5, 7, 5, 4, 3, 3, 3, 6, 3, 3, 3, 3, 2, 3, 6, 5, 3, 3, 6, 2, 3, 3, 3, 3, 6, 6, 3, 5, 0, 7, 2, 3, 3, 4, 1, 4, 4, 4, 7, 6, 5, 6, 6, 3, 5, 5, 3, 3, 5, 5, 5, 4, 3, 3, 4, 3, 3, 1, 3, 5, 3, 5, 1, 7, 7, 3, 6, 7, 7, 3, 5, 7, 7, 1, 2, 6, 3, 4, 6, 3, 5, 5, 3, 7, 4, 5, 3, 1, 5, 5, 5, 3, 5, 3, 5, 4, 5, 5, 2, 3, 0, 6, 5, 3, 3, 3, 4, 3, 5, 3, 6, 5, 7, 3, 5, 3, 5, 2, 1]","[3 7 5 5 5 6 3 5 3 5 2 5 3 3 3 3 5 3 3 7 3 3 5 4 5 6 3 7 3 5 3 3 3 5 5 5 3
 5 3 3 5 6 5 5 3 3 4 5 5 5 5 3 3 3 3 5 3 3 3 3 5 3 3 5 3 3 6 3 4 5 4 3 6 5
 4 5 5 4 3 3 3 3 6 4 7 4 4 5 5 3 5 3 7 7 3 3 1 3 3 4 3 3 3 3 5 5 5 3 3 5 6
 3 5 6 3 3 7 3 3 3 3 6 3 5 3 3 5 3 5 5 3 5 5 6 3 7 6 5 3 7 6 5 6 3 5 5 4 3
 3 3 6 4 3 3 4 5 5 3 6 5 5 3 6 3 5 3 1]"
4,0.946107784,0.431137725,"[[0.03508037 0.04003256 0.00416928 ... 0.38897097 0.39808863 0.06273913]
 [0.00418462 0.17990758 0.00295413 ... 0.17489164 0.05037452 0.07080963]
 [0.00698683 0.07037267 0.00167382 ... 0.11159346 0.32415986 0.05281185]
 ...
 [0.0067143  0.01628165 0.00287784 ... 0.28191823 0.19434036 0.05204114]
 [0.01599842 0.03687491 0.01023331 ... 0.41524407 0.31477126 0.05312443]
 [0.0043514  0.01332405 0.02209277 ... 0.33669642 0.16741821 0.34011695]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         4
           1       1.00      0.50      0.67         2
           2       0.00      0.00      0.00         6
           3       0.44      0.72      0.55        50
           4       0.44      0.29      0.35        14
           5       0.55      0.53      0.54        49
           6       0.25      0.18      0.21        22
           7       0.08      0.05      0.06        20

   micro avg       0.43      0.43      0.43       167
   macro avg       0.35      0.28      0.30       167
weighted avg       0.39      0.43      0.40       167
","[7, 3, 5, 6, 3, 0, 3, 6, 2, 7, 5, 4, 5, 5, 3, 6, 7, 5, 5, 3, 6, 3, 7, 5, 7, 4, 5, 5, 3, 3, 5, 6, 2, 3, 0, 3, 6, 5, 6, 3, 5, 3, 6, 3, 2, 3, 3, 5, 4, 3, 5, 7, 3, 3, 7, 5, 5, 4, 4, 6, 3, 3, 4, 7, 4, 6, 6, 4, 3, 1, 5, 6, 3, 3, 7, 5, 6, 3, 5, 5, 3, 4, 5, 5, 3, 6, 5, 3, 3, 7, 5, 3, 7, 7, 3, 5, 7, 3, 5, 3, 5, 6, 3, 7, 3, 5, 5, 2, 5, 3, 5, 4, 4, 5, 6, 3, 5, 3, 7, 5, 3, 5, 2, 3, 3, 7, 5, 5, 4, 3, 3, 3, 5, 6, 6, 0, 7, 7, 1, 5, 5, 0, 5, 4, 3, 5, 3, 3, 3, 3, 3, 6, 5, 5, 7, 5, 5, 3, 6, 6, 5, 7, 2, 4, 5, 6, 5]","[6 3 3 3 3 5 6 3 4 6 5 3 7 3 3 6 3 5 3 3 5 7 6 5 6 3 3 3 3 3 5 5 4 5 3 3 3
 6 7 3 5 3 3 3 7 5 3 5 4 5 3 3 3 3 3 5 5 7 7 6 3 3 3 5 5 5 3 4 3 1 5 3 3 3
 3 7 3 3 3 5 3 3 5 5 5 5 6 3 3 5 3 3 5 5 3 3 4 3 5 5 5 6 4 2 7 5 3 3 3 7 3
 3 3 5 3 3 3 3 5 5 3 5 4 3 5 3 5 3 3 3 3 6 5 3 6 3 5 3 5 6 5 3 3 4 3 5 6 3
 3 3 6 3 5 6 7 5 5 3 3 7 5 3 5 4 3 5 7]"
5,0.938622754,0.401197605,"[[1.13344500e-02 5.01811039e-03 5.32260491e-03 ... 2.40943924e-01
  1.15202695e-01 3.73138815e-01]
 [8.82697105e-03 2.01135091e-02 9.56455991e-03 ... 7.07689047e-01
  7.95257837e-02 1.29474834e-01]
 [2.06457619e-02 2.44318452e-02 3.14089051e-03 ... 5.69761872e-01
  7.09116757e-02 2.75963098e-01]
 ...
 [6.36523776e-03 3.31208855e-02 2.96876696e-03 ... 5.27310669e-01
  2.49772713e-01 4.07099053e-02]
 [1.05325337e-02 9.89845302e-03 2.71923235e-03 ... 4.94045556e-01
  1.63267806e-01 8.51501450e-02]
 [6.41812920e-04 1.00236805e-02 1.37270219e-03 ... 8.87280703e-01
  4.66292491e-03 8.71462375e-02]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         6
           1       0.33      0.50      0.40         4
           2       0.00      0.00      0.00         4
           3       0.45      0.64      0.53        45
           4       0.42      0.36      0.38        14
           5       0.46      0.48      0.47        52
           6       0.38      0.25      0.30        24
           7       0.00      0.00      0.00        18

   micro avg       0.40      0.40      0.40       167
   macro avg       0.26      0.28      0.26       167
weighted avg       0.36      0.40      0.38       167
","[3, 3, 5, 3, 5, 0, 6, 5, 3, 3, 5, 3, 7, 7, 3, 6, 5, 3, 0, 3, 3, 3, 6, 6, 5, 5, 4, 5, 3, 7, 3, 6, 1, 7, 5, 4, 4, 7, 3, 5, 5, 1, 3, 7, 3, 6, 3, 5, 3, 4, 3, 5, 3, 7, 3, 5, 0, 5, 3, 7, 3, 7, 7, 6, 3, 3, 6, 6, 3, 4, 7, 5, 5, 4, 6, 5, 6, 5, 5, 3, 3, 6, 7, 5, 3, 5, 5, 5, 5, 5, 5, 3, 4, 3, 5, 3, 5, 4, 3, 4, 5, 5, 6, 4, 3, 3, 5, 3, 4, 5, 7, 6, 5, 0, 5, 3, 7, 3, 5, 5, 6, 4, 5, 0, 5, 3, 1, 4, 6, 3, 6, 4, 6, 7, 5, 5, 7, 6, 6, 5, 5, 3, 3, 5, 6, 5, 1, 6, 2, 6, 7, 5, 3, 5, 3, 0, 2, 2, 7, 6, 5, 5, 5, 2, 5, 3, 5]","[7 5 5 3 7 5 3 5 3 5 5 3 5 5 3 5 5 7 5 3 3 3 5 5 7 3 4 5 7 3 3 5 1 6 5 3 4
 3 4 1 6 7 3 5 3 6 3 5 5 3 3 5 3 4 3 6 1 5 5 3 3 3 3 5 3 3 5 6 3 4 3 6 5 3
 6 5 5 5 3 3 5 3 3 7 7 6 6 5 5 6 3 3 3 7 7 6 5 3 3 4 5 5 6 3 3 3 5 3 3 6 3
 5 4 5 3 3 3 7 3 3 3 4 1 5 5 3 4 3 3 3 6 7 5 3 5 6 5 5 3 3 5 3 3 5 6 1 1 3
 7 5 3 5 5 7 5 3 4 4 5 5 0 3 3 4 5 5 5]"
6,0.953592814,0.395209581,"[[0.00277007 0.00542559 0.00982991 ... 0.24376822 0.02482308 0.16540492]
 [0.00854488 0.00691625 0.01667744 ... 0.21367845 0.05579193 0.12307791]
 [0.01808929 0.0632459  0.02170976 ... 0.44299152 0.14654388 0.14323236]
 ...
 [0.02889075 0.01605498 0.01770044 ... 0.08482757 0.05018299 0.19730766]
 [0.01367334 0.31911933 0.02758469 ... 0.2868875  0.22898781 0.04471676]
 [0.02574616 0.01614163 0.00231588 ... 0.16788977 0.21642956 0.10327125]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         4
           1       0.00      0.00      0.00         1
           2       0.00      0.00      0.00         3
           3       0.50      0.64      0.56        55
           4       0.60      0.33      0.43         9
           5       0.38      0.47      0.42        45
           6       0.30      0.19      0.24        31
           7       0.08      0.05      0.06        19

   micro avg       0.40      0.40      0.40       167
   macro avg       0.23      0.21      0.21       167
weighted avg       0.36      0.40      0.37       167
","[7, 4, 6, 3, 3, 6, 3, 5, 3, 3, 3, 3, 7, 5, 0, 6, 5, 3, 5, 5, 7, 5, 6, 7, 3, 0, 3, 5, 7, 6, 6, 3, 3, 3, 7, 6, 4, 6, 6, 3, 7, 3, 5, 3, 6, 3, 6, 3, 5, 3, 3, 6, 4, 5, 7, 5, 3, 5, 0, 7, 7, 7, 1, 7, 3, 5, 5, 3, 4, 4, 5, 5, 5, 5, 3, 5, 3, 3, 3, 5, 7, 6, 6, 2, 3, 6, 5, 3, 4, 3, 5, 0, 2, 6, 6, 3, 5, 5, 5, 3, 6, 3, 3, 3, 6, 5, 3, 3, 3, 6, 7, 6, 5, 2, 3, 5, 3, 7, 3, 3, 7, 3, 5, 5, 3, 3, 3, 5, 3, 5, 6, 4, 5, 5, 3, 6, 5, 5, 3, 6, 5, 5, 6, 5, 5, 6, 3, 3, 6, 4, 3, 7, 5, 5, 6, 7, 5, 6, 7, 6, 3, 5, 6, 3, 4, 5, 3]","[3 3 5 6 3 5 3 5 6 3 3 3 3 5 5 3 5 6 5 6 5 5 6 5 3 3 3 5 5 5 3 6 3 3 3 5 5
 5 3 5 3 3 6 5 5 4 6 3 3 3 3 5 4 5 3 5 3 3 5 5 5 5 3 6 6 3 5 3 7 5 6 3 5 5
 3 6 3 5 3 3 5 5 6 4 3 7 7 7 4 7 6 5 3 7 5 7 6 7 5 3 1 3 3 3 3 5 5 3 3 5 7
 3 3 7 7 5 6 3 3 7 3 5 3 3 5 3 2 3 5 3 7 4 6 5 3 6 3 5 3 6 5 5 5 3 3 6 3 3
 3 3 3 5 5 5 5 5 5 5 3 5 3 3 3 3 3 1 3]"
7,0.938622754,0.431137725,"[[0.00960296 0.00783374 0.00837039 ... 0.16960451 0.07103278 0.12219865]
 [0.00281188 0.00706238 0.00312949 ... 0.35520977 0.01931883 0.10283456]
 [0.01246584 0.01217896 0.03342288 ... 0.41828722 0.08428499 0.04298962]
 ...
 [0.0206256  0.01329688 0.01110001 ... 0.22588621 0.09438631 0.5050677 ]
 [0.00255414 0.02326361 0.0097085  ... 0.01559834 0.03008122 0.0470739 ]
 [0.00540138 0.0200086  0.01344314 ... 0.13828544 0.09241202 0.42577547]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         5
           1       0.00      0.00      0.00         7
           2       0.00      0.00      0.00         2
           3       0.51      0.67      0.58        52
           4       0.75      0.43      0.55        14
           5       0.39      0.55      0.46        40
           6       0.35      0.32      0.33        22
           7       0.15      0.08      0.11        25

   micro avg       0.43      0.43      0.43       167
   macro avg       0.27      0.26      0.25       167
weighted avg       0.38      0.43      0.40       167
","[4, 7, 4, 5, 7, 5, 6, 3, 5, 7, 3, 5, 3, 3, 6, 3, 5, 3, 3, 3, 5, 3, 3, 5, 6, 7, 0, 6, 0, 3, 6, 1, 3, 0, 3, 3, 3, 2, 5, 6, 3, 5, 6, 3, 7, 4, 3, 1, 3, 5, 7, 7, 3, 3, 7, 3, 7, 3, 5, 7, 5, 3, 4, 7, 6, 5, 3, 6, 5, 3, 5, 7, 3, 7, 5, 4, 7, 4, 4, 7, 5, 5, 3, 5, 6, 5, 3, 5, 3, 3, 3, 3, 6, 3, 3, 5, 3, 0, 4, 1, 3, 5, 7, 4, 5, 5, 3, 5, 5, 4, 5, 3, 1, 3, 3, 3, 3, 7, 6, 6, 5, 5, 6, 3, 5, 6, 6, 3, 1, 7, 7, 7, 3, 7, 6, 3, 7, 4, 4, 4, 3, 7, 1, 5, 6, 6, 3, 6, 5, 6, 7, 1, 3, 5, 5, 3, 6, 5, 5, 5, 5, 4, 3, 0, 7, 2, 5]","[3 5 5 7 3 3 6 3 3 5 3 7 5 3 6 5 5 3 3 3 6 3 3 7 3 5 3 1 3 5 6 6 7 5 3 3 6
 7 3 6 3 6 6 7 3 4 3 6 3 5 5 3 3 6 3 3 3 5 3 3 5 3 7 3 3 3 3 6 5 3 5 5 3 5
 5 4 5 3 3 7 5 3 6 3 5 5 3 6 3 3 5 3 3 3 5 5 5 5 3 5 3 5 3 4 5 5 7 5 6 4 5
 3 3 3 5 6 5 5 5 5 5 5 3 3 5 5 6 3 5 5 5 5 3 5 5 4 3 4 7 3 3 5 7 6 3 3 3 3
 5 5 3 6 3 5 5 3 5 3 5 3 5 4 3 6 7 4 7]"
8,0.94760479,0.473053892,"[[0.00896962 0.00778122 0.00220425 ... 0.7100932  0.09109636 0.0407559 ]
 [0.03883806 0.16829202 0.00200111 ... 0.4210666  0.13222675 0.17222422]
 [0.01200365 0.00382398 0.09283525 ... 0.05144136 0.02192767 0.20500399]
 ...
 [0.04301518 0.17468326 0.01210177 ... 0.46021736 0.22715792 0.01300063]
 [0.00887161 0.00353149 0.01200359 ... 0.23974188 0.19320995 0.26293528]
 [0.03866093 0.02390146 0.00759033 ... 0.12534532 0.07280731 0.06927912]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         1
           1       0.00      0.00      0.00         8
           2       0.00      0.00      0.00         3
           3       0.48      0.77      0.59        44
           4       0.45      0.50      0.48        10
           5       0.51      0.51      0.51        47
           6       0.45      0.32      0.38        28
           7       0.41      0.27      0.33        26

   micro avg       0.47      0.47      0.47       167
   macro avg       0.29      0.30      0.28       167
weighted avg       0.44      0.47      0.44       167
","[5, 5, 4, 1, 6, 6, 7, 5, 5, 6, 7, 7, 5, 3, 1, 5, 7, 5, 7, 6, 3, 1, 3, 4, 3, 5, 5, 5, 7, 3, 7, 3, 3, 5, 5, 7, 7, 5, 1, 3, 5, 1, 5, 3, 6, 3, 3, 3, 6, 5, 7, 7, 5, 4, 3, 3, 6, 4, 3, 6, 5, 3, 5, 7, 5, 6, 3, 3, 6, 2, 3, 3, 3, 5, 7, 5, 5, 7, 5, 5, 7, 3, 3, 4, 6, 7, 4, 7, 6, 3, 6, 7, 6, 3, 5, 7, 5, 1, 7, 6, 6, 6, 6, 5, 6, 3, 6, 3, 3, 3, 6, 3, 6, 6, 6, 3, 7, 4, 1, 5, 5, 4, 7, 7, 6, 4, 3, 5, 5, 3, 5, 7, 5, 5, 5, 5, 3, 3, 3, 3, 7, 0, 5, 5, 3, 3, 3, 5, 3, 5, 3, 4, 5, 6, 5, 6, 5, 2, 6, 5, 7, 2, 3, 5, 1, 5, 3]","[5 5 4 7 6 3 3 7 3 5 7 3 1 5 3 5 5 5 7 7 3 6 3 4 3 5 5 5 6 3 7 3 3 7 4 7 3
 5 6 3 5 3 6 3 3 3 3 3 6 3 6 7 3 3 3 3 5 7 3 3 5 3 5 3 3 3 3 3 6 4 3 3 3 3
 3 5 5 6 5 3 7 5 3 3 6 5 4 3 6 6 6 3 5 7 5 5 3 6 4 3 3 5 3 5 5 5 3 3 3 3 5
 3 5 3 6 5 4 5 5 5 3 4 3 7 3 4 3 6 7 3 5 5 3 3 6 5 6 3 3 3 3 5 5 7 5 7 3 5
 3 3 5 3 5 6 3 6 3 5 5 5 4 4 3 5 5 7 3]"
9,0.928143713,0.395209581,"[[0.00244233 0.01172514 0.00098155 ... 0.04618671 0.11601849 0.02393067]
 [0.00638781 0.01848069 0.0109001  ... 0.35399115 0.02568067 0.05223288]
 [0.00913192 0.01543665 0.01326582 ... 0.45863417 0.23737603 0.05026295]
 ...
 [0.00299805 0.04959591 0.00269312 ... 0.2259497  0.11567819 0.09331189]
 [0.00657839 0.0068932  0.03155975 ... 0.22037727 0.0644793  0.05590287]
 [0.00397195 0.00253332 0.00619402 ... 0.4292179  0.06361938 0.00827586]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         5
           1       0.50      0.25      0.33         4
           2       0.00      0.00      0.00         3
           3       0.40      0.75      0.52        44
           4       0.67      0.53      0.59        15
           5       0.39      0.39      0.39        44
           6       0.33      0.21      0.26        24
           7       0.22      0.07      0.11        28

   micro avg       0.40      0.40      0.40       167
   macro avg       0.31      0.27      0.27       167
weighted avg       0.36      0.40      0.35       167
","[6, 7, 3, 7, 6, 3, 5, 5, 7, 3, 5, 5, 7, 7, 3, 0, 5, 6, 7, 5, 6, 5, 3, 5, 6, 3, 3, 3, 5, 3, 6, 4, 4, 5, 7, 3, 7, 4, 6, 2, 6, 5, 7, 5, 0, 7, 3, 4, 1, 5, 5, 3, 3, 4, 3, 3, 5, 5, 6, 3, 5, 1, 3, 3, 2, 7, 4, 3, 5, 6, 5, 5, 3, 5, 4, 5, 3, 4, 3, 7, 7, 7, 7, 3, 6, 4, 7, 1, 3, 3, 5, 5, 3, 6, 6, 4, 5, 4, 5, 6, 5, 4, 0, 5, 3, 5, 3, 0, 7, 4, 3, 5, 5, 5, 6, 5, 7, 3, 5, 6, 7, 7, 5, 3, 5, 5, 3, 3, 7, 3, 7, 3, 5, 3, 5, 3, 1, 3, 6, 6, 2, 5, 6, 5, 6, 6, 7, 3, 0, 3, 5, 3, 4, 7, 6, 4, 3, 5, 7, 7, 3, 6, 7, 5, 6, 3, 7]","[3 3 5 5 5 4 1 3 3 3 7 5 5 4 4 5 3 5 6 5 3 3 3 6 3 3 3 3 5 3 6 4 3 3 7 3 3
 4 7 4 5 5 5 5 3 3 5 7 3 3 5 3 3 4 3 3 3 5 5 3 3 1 3 5 7 3 3 3 6 5 5 5 3 5
 3 2 5 3 3 3 3 3 6 5 3 4 3 6 3 2 6 3 5 5 5 4 3 4 3 3 7 5 5 5 3 5 5 5 3 4 3
 3 5 3 6 3 5 3 5 3 3 3 3 3 3 7 3 3 5 7 7 3 3 3 3 3 6 3 3 6 3 5 3 6 3 6 5 3
 6 3 3 3 4 5 6 3 3 5 6 5 3 5 3 5 3 3 3]"
